6.743593475865361508e-02,6.208364604812121462e-02,6.081610330327716363e-02,5.594003284906585993e-02
3.668379423342570111e-02,4.141896031677136381e-02,4.035310761639263749e-02,5.683563145344232986e-02
6.545960198281160214e-02,6.557855088780988051e-02,6.589237154547006314e-02,5.567820735554566275e-02
4.066945060410498414e-02,3.911839763084932337e-02,3.068671042648006206e-02,5.301285799179888958e-02
9.232642897165251050e-02,6.890757036568628813e-02,5.810556775886056846e-02,4.698559339743397373e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.820786625455390162e-02,7.787945419767920707e-02,9.234868673688738372e-02,2.478317499350082484e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.339709564765244110e-02,9.913417966114490554e-02,8.952059339283140182e-02,1.413174305958193322e-01
1.605606575850978546e-01,2.246687061601199409e-01,1.946970082763226917e-01,1.292636265759638525e-01
2.619836092851471898e-01,2.394604345782188892e-01,2.085957133554838805e-01,1.079529398897062648e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.929325878638367131e-01,3.184040798915131476e-01,3.350231505005223931e-01,2.820342258396630331e-01
3.851061773900583129e-01,5.609063519693910926e-01,5.930445105807119477e-01,5.356718765261982984e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
